3.0,1.0,176.7322998046875
3.0,1.0,176.9422607421875
3.0,1.0,177.15234375
3.0,1.0,177.3626708984375
3.0,1.0,177.5726318359375
3.0,1.0,177.78271484375
3.0,1.0,177.9925537109375
3.0,1.0,178.20263671875
3.0,1.0,178.4124755859375
3.0,1.0,178.62255859375
3.0,1.0,178.8326416015625
3.0,1.0,179.0426025390625
3.0,1.0,179.2525634765625
3.0,1.0,179.46240234375
3.0,1.0,179.6724853515625
3.0,1.0,179.8824462890625
3.0,1.0,180.09228515625
3.0,1.0,180.302490234375
3.0,1.0,180.5123291015625
3.0,1.0,180.7222900390625
3.0,1.0,180.9322509765625
3.0,1.0,181.1422119140625
3.0,1.0,181.3521728515625
3.0,1.0,181.5621337890625
3.0,1.0,181.7720947265625
3.0,1.0,181.9820556640625
3.0,1.0,182.1922607421875
3.0,1.0,182.402587890625
3.0,1.0,182.6129150390625
3.0,1.0,182.822998046875
3.0,1.0,183.0330810546875
3.0,1.0,183.2430419921875
3.0,1.0,183.4530029296875
3.0,1.0,183.6629638671875
3.0,1.0,183.8729248046875
3.0,1.0,184.082763671875
3.0,1.0,184.292724609375
3.0,1.0,184.5030517578125
3.0,1.0,184.7130126953125
3.0,1.0,184.9229736328125
3.0,1.0,185.133056640625
3.0,1.0,185.3431396484375
3.0,1.0,185.55322265625
3.0,1.0,185.763427734375
3.0,1.0,185.973388671875
3.0,1.0,186.1834716796875
3.0,1.0,186.3934326171875
3.0,1.0,186.6033935546875
3.0,1.0,186.8133544921875
3.0,1.0,187.0233154296875
3.0,1.0,187.2333984375
3.0,1.0,187.4434814453125
3.0,1.0,187.6534423828125
3.0,1.0,187.863525390625
3.0,1.0,188.073486328125
3.0,1.0,188.2835693359375
3.0,1.0,188.4935302734375
3.0,1.0,188.70361328125
3.0,1.0,188.9136962890625
3.0,1.0,189.123779296875
3.0,1.0,189.333984375
3.0,1.0,189.5439453125
3.0,1.0,189.7537841796875
3.0,1.0,189.9637451171875
3.0,1.0,190.1737060546875
3.0,1.0,190.3839111328125
3.0,1.0,190.59375
3.0,1.0,190.8037109375
3.0,1.0,191.013916015625
3.0,1.0,191.223876953125
3.0,1.0,191.4339599609375
3.0,1.0,191.6439208984375
3.0,1.0,191.853759765625
3.0,1.0,192.063720703125
3.0,1.0,192.2738037109375
3.0,1.0,192.4840087890625
3.0,1.0,192.6939697265625
3.0,1.0,192.90380859375
3.0,1.0,193.1138916015625
3.0,1.0,193.3238525390625
3.0,1.0,193.5338134765625
3.0,1.0,193.7437744140625
3.0,1.0,193.9537353515625
3.0,1.0,194.16357421875
3.0,1.0,194.3734130859375
3.0,1.0,194.583251953125
3.0,1.0,194.7930908203125
3.0,1.0,195.0029296875
3.0,1.0,195.212890625
3.0,1.0,195.423095703125
3.0,1.0,195.6331787109375
3.0,1.0,195.84326171875
3.0,1.0,196.05322265625
3.0,1.0,196.26318359375
3.0,1.0,196.4730224609375
3.0,1.0,196.6829833984375
3.0,1.0,196.89306640625
3.0,1.0,197.1029052734375
3.0,1.0,197.3128662109375
3.0,1.0,197.5228271484375
3.0,1.0,197.73291015625
3.0,1.0,197.94287109375
3.0,1.0,198.152587890625
3.0,1.0,198.3626708984375
3.0,1.0,198.572509765625
3.0,1.0,198.7825927734375
3.0,1.0,198.9927978515625
3.0,1.0,199.202880859375
3.0,1.0,199.412841796875
3.0,1.0,199.6226806640625
3.0,1.0,199.8326416015625
3.0,1.0,200.042724609375
3.0,1.0,200.252685546875
3.0,1.0,200.4627685546875
3.0,1.0,200.6727294921875
3.0,1.0,200.882568359375
3.0,1.0,201.0926513671875
3.0,1.0,201.302490234375
3.0,1.0,201.5123291015625
3.0,1.0,201.722412109375
3.0,1.0,201.9322509765625
3.0,1.0,202.1422119140625
3.0,1.0,202.35205078125
3.0,1.0,202.5618896484375
3.0,1.0,202.7718505859375
3.0,1.0,202.981689453125
